key,title,comment,no_sync,rfc,rfc_section,rfc_appendix,cite_url,cite_title
110,Response is Stale,,,7234,5.5.1,,,
111,Revalidation Failed,,,7234,5.5.2,,,
112,Disconnected Operation,,,7234,5.5.3,,,
113,Heuristic Expiration,,,7234,5.5.4,,,
199,Miscellaneous Warning,,,7234,5.5.5,,,
214,Transformation Applied,,,7234,5.5.6,,,
299,Miscellaneous Persistent Warning,,,7234,5.5.7,,,
